timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1788733278831,76,AddTableToCart,200,OK,S01_Browse_And_Checkout 1-4,text,true,,778,1052,3,3,http://localhost/wp-admin/admin-ajax.php,76,0,0
1788733280583,121,S01_Browse_And_Checkout_T08_OpenCart,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-1,,true,,38917,784,3,3,null,0,1,4
1788733280583,121,OpenCart,200,OK,S01_Browse_And_Checkout 1-1,text,true,,38917,784,3,3,http://localhost/cart,120,0,4
1788733280917,118,S01_Browse_And_Checkout_T04_AddTableToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-3,,true,,779,1052,3,3,null,0,2,3
1788733280918,118,AddTableToCart,200,OK,S01_Browse_And_Checkout 1-3,text,true,,779,1052,3,3,http://localhost/wp-admin/admin-ajax.php,118,0,3
1788733282217,213,S01_Browse_And_Checkout_T01_OpenApplication,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-4,,true,,53066,598,3,3,null,0,6,0
1788733282220,213,OpenApplication,200,OK,S01_Browse_And_Checkout 1-4,text,true,,53066,598,3,3,http://localhost/,161,0,0
1788733284436,164,S01_Browse_And_Checkout_T02_NavigateToTables,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-4,,true,,50852,763,3,3,null,0,1,2
1788733284436,164,NavigateToTables,200,OK,S01_Browse_And_Checkout 1-4,text,true,,50852,763,3,3,http://localhost/tables,162,0,2
1788733285258,220,S01_Browse_And_Checkout_T09_OpenCheckout,200,"Number of samples in transaction : 2, number of failing samples : 0",S01_Browse_And_Checkout 1-1,,true,,131623,1787,3,3,null,0,5,0
1788733285259,111,OpenCheckout,200,OK,S01_Browse_And_Checkout 1-1,text,true,,65811,769,3,3,http://localhost/checkout,109,0,0
1788733285374,109,ProceedToCheckout,200,OK,S01_Browse_And_Checkout 1-1,text,true,,65812,1018,3,3,http://localhost/checkout,108,0,0
1788733285978,160,S01_Browse_And_Checkout_T05_NavigateToChairs,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-3,,true,,46976,786,3,3,null,0,1,0
1788733285978,160,NavigateToChairs,200,OK,S01_Browse_And_Checkout 1-3,text,true,,46976,786,3,3,http://localhost/chairs,159,0,0
1788733289075,67,S01_Browse_And_Checkout_T10_FillCheckoutFields,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-1,,true,,612,959,3,3,null,0,0,0
1788733289075,67,FillCheckoutFields,200,OK,S01_Browse_And_Checkout 1-1,text,true,,612,959,3,3,http://localhost/wp-admin/admin-ajax.php,67,0,0
1788733289117,192,S01_Browse_And_Checkout_T03_OpenTableProductCard,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-4,,true,,46988,790,3,3,null,0,2,0
1788733289117,192,OpenTableProductCard,200,OK,S01_Browse_And_Checkout 1-4,text,true,,46988,790,3,3,http://localhost/products/living-room-table2,142,0,0
1788733289618,140,S01_Browse_And_Checkout_T06_OpenChairProductCard,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-3,,true,,47056,786,3,3,null,0,2,0
1788733289618,140,OpenChairProductCard,200,OK,S01_Browse_And_Checkout 1-3,text,true,,47056,786,3,3,http://localhost/products/ancient-chair4,137,0,0
1788733292157,262,S01_Browse_And_Checkout_T11_SubmitOrder,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-1,,true,,508,6806,3,3,null,0,3,0
1788733292160,262,SubmitOrder,302,Found,S01_Browse_And_Checkout 1-1,text,true,,508,6806,3,3,http://localhost/checkout,262,0,0
1788733292703,107,S01_Browse_And_Checkout_T04_AddTableToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-4,,true,,778,1056,3,3,null,0,3,0
1788733292704,107,AddTableToCart,200,OK,S01_Browse_And_Checkout 1-4,text,true,,778,1056,3,3,http://localhost/wp-admin/admin-ajax.php,107,0,0
1788733293920,67,S01_Browse_And_Checkout_T07_AddChairToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-3,,true,,778,1082,3,3,null,0,2,0
1788733293921,67,AddChairToCart,200,OK,S01_Browse_And_Checkout 1-3,text,true,,778,1082,3,3,http://localhost/wp-admin/admin-ajax.php,67,0,0
1788733297328,140,S01_Browse_And_Checkout_T12_ThankYou,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_Browse_And_Checkout 1-1,,true,,36318,774,2,2,null,0,0,0
1788733297328,140,ThankYou,200,OK,S01_Browse_And_Checkout 1-1,text,true,,36318,774,2,2,http://localhost/thank-you,137,0,0
